Mod:Item:MetaData, Localized Name
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Plated Brick Casing
gregtech:metal_casing:1, Firebricks
gregtech:metal_casing:2, Heat Proof Invar Casing
gregtech:metal_casing:3, Frost Proof Aluminium Casing
gregtech:metal_casing:4, Solid Steel Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Casing
gregtech:metal_casing:7, Robust Tungstensteel Casing
gregtech:metal_casing:8, Coke Oven Bricks
gregtech:turbine_casing:0, Bronze Gear Box Casing
gregtech:turbine_casing:1, Steel Gear Box Casing
gregtech:turbine_casing:2, Titanium Gear Box Casing
gregtech:turbine_casing:3, Steel Turbine Casing
gregtech:turbine_casing:4, Titanium Turbine Casing
gregtech:turbine_casing:5, Stainless Turbine Casing
gregtech:turbine_casing:6, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, MAX Machine Casing
gregtech:machine_casing:10, Bronze Hull
gregtech:machine_casing:11, Bricked Bronze Hull
gregtech:machine_casing:12, Steel Hull
gregtech:machine_casing:13, Bricked Steel Hull
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Grate Machine Casing
gregtech:multiblock_casing:2, Assembler Machine Casing
gregtech:multiblock_casing:3, Fusion Machine Casing
gregtech:multiblock_casing:4, Fusion Machine Casing MK II
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Naquadah Alloy Coil Block
gregtech:wire_coil:7, Superconducting Coil Block
gregtech:wire_coil:8, Fusion Coil Block
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:granite:0, Black Granite
gregtech:granite:4, Black Granite Cobblestone
gregtech:granite:8, Mossy Black Granite Cobblestone
gregtech:granite:12, Chiseled Black Granite
gregtech:granite:1, Red Granite
gregtech:granite:5, Red Granite Cobblestone
gregtech:granite:9, Mossy Red Granite Cobblestone
gregtech:granite:13, Chiseled Red Granite
gregtech:granite:2, Black Granite Bricks
gregtech:granite:6, Cracked Black Granite Bricks
gregtech:granite:10, Mossy Black Granite Bricks
gregtech:granite:14, Chiseled Black Granite Bricks
gregtech:granite:3, Red Granite Bricks
gregtech:granite:7, Cracked Red Granite Bricks
gregtech:granite:11, Mossy Red Granite Bricks
gregtech:granite:15, Chiseled Red Granite Bricks
gregtech:mineral:0, Marble
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:meta_block_compressed_45:0, Block of High Durability Compound Steel
gregtech:meta_block_compressed_45:1, Block of Cinobite
gregtech:meta_block_compressed_45:2, Block of UXV Superconductor
gregtech:meta_block_compressed_45:3, Block of UXV Superconductor Base
gregtech:meta_block_compressed_45:4, Block of UMV Superconductor
gregtech:meta_block_compressed_45:5, Block of UMV Superconductor Base
gregtech:meta_block_compressed_45:6, Block of UIV Superconductor
gregtech:meta_block_compressed_45:7, Block of UIV Superconductor Base
gregtech:meta_block_compressed_45:8, Block of Fullerene Polymer Matrix
gregtech:meta_block_compressed_45:9, Block of Zylon
gregtech:meta_block_compressed_45:10, Block of Polyetheretherketone (PEEK)
gregtech:meta_block_compressed_45:11, Block of Hastelloy K243
gregtech:meta_block_compressed_45:12, Block of Hastelloy X78
gregtech:meta_block_compressed_45:13, Block of Enriched Naquadah Alloy
gregtech:meta_block_compressed_45:14, Block of Incoloy 813
gregtech:meta_block_compressed_45:15, Block of Bohrium
gregtech:meta_block_compressed_17:0, Block of Spodumene
gregtech:meta_block_compressed_17:1, Block of Pollucite
gregtech:meta_block_compressed_17:2, Block of Lepidolite
gregtech:meta_block_compressed_17:3, Block of Glauconite
gregtech:meta_block_compressed_17:4, Block of Glauconite Sand
gregtech:meta_block_compressed_17:5, Block of Vermiculite
gregtech:meta_block_compressed_17:6, Block of Bentonite
gregtech:meta_block_compressed_17:7, Block of Fullers Earth
gregtech:meta_block_compressed_17:8, Block of Pitchblende
gregtech:meta_block_compressed_17:9, Block of Monazite
gregtech:meta_block_compressed_17:10, Block of Malachite
gregtech:meta_block_compressed_17:11, Block of Mirabilite
gregtech:meta_block_compressed_17:12, Block of Mica
gregtech:meta_block_compressed_17:13, Block of Trona
gregtech:meta_block_compressed_17:14, Block of Barite
gregtech:meta_block_compressed_17:15, Block of Gypsum
gregtech:meta_block_compressed_29:2, Block of Phosphorous Pentoxide
gregtech:meta_block_compressed_29:6, Block of Fiber-Reinforced Epoxy Resin
gregtech:meta_block_compressed_0:1, Block of Aluminium
gregtech:meta_block_compressed_0:2, Block of Americium
gregtech:meta_block_compressed_0:3, Block of Antimony
gregtech:meta_block_compressed_0:5, Block of Arsenic
gregtech:meta_block_compressed_0:6, Block of Barium
gregtech:meta_block_compressed_0:7, Block of Beryllium
gregtech:meta_block_compressed_0:8, Block of Bismuth
gregtech:meta_block_compressed_0:9, Block of Boron
gregtech:meta_block_compressed_0:10, Block of Caesium
gregtech:meta_block_compressed_0:11, Block of Calcium
gregtech:meta_block_compressed_0:12, Block of Carbon
gregtech:meta_block_compressed_0:13, Block of Cadmium
gregtech:meta_block_compressed_0:14, Block of Cerium
gregtech:meta_block_compressed_3:1, Block of Palladium
gregtech:meta_block_compressed_3:2, Block of Phosphorus
gregtech:meta_block_compressed_3:3, Block of Platinum
gregtech:meta_block_compressed_3:4, Block of Plutonium 244
gregtech:meta_block_compressed_3:5, Block of Plutonium 241
gregtech:meta_block_compressed_3:6, Block of Potassium
gregtech:meta_block_compressed_3:7, Block of Praseodymium
gregtech:meta_block_compressed_3:8, Block of Promethium
gregtech:meta_block_compressed_3:10, Block of Rubidium
gregtech:meta_block_compressed_3:11, Block of Samarium
gregtech:meta_block_compressed_3:12, Block of Scandium
gregtech:meta_block_compressed_3:13, Block of Silicon
gregtech:meta_block_compressed_3:14, Block of Silver
gregtech:meta_block_compressed_3:15, Block of Sodium
gregtech:meta_block_compressed_15:0, Block of Basalt
gregtech:meta_block_compressed_15:1, Block of Andesite
gregtech:meta_block_compressed_15:2, Block of Diorite
gregtech:meta_block_compressed_15:3, Block of Red Garnet
gregtech:meta_block_compressed_15:4, Block of Yellow Garnet
gregtech:meta_block_compressed_15:6, Block of Sugar
gregtech:meta_block_compressed_15:7, Block of Vinteum
gregtech:meta_block_compressed_15:8, Block of Redrock
gregtech:meta_block_compressed_15:9, Block of Potassium Feldspar
gregtech:meta_block_compressed_15:10, Block of Biotite
gregtech:meta_block_compressed_15:11, Block of Black Granite
gregtech:meta_block_compressed_15:13, Block of Chrysotile
gregtech:meta_block_compressed_15:14, Block of Realgar
gregtech:meta_block_compressed_15:15, Block of Vanadium Magnetite
gregtech:meta_block_compressed_53:0, Block of Chromium Trioxide
gregtech:meta_block_compressed_53:2, Block of Zeron 100
gregtech:meta_block_compressed_53:3, Block of Lafium
gregtech:meta_block_compressed_53:4, Block of Pikyonium
gregtech:meta_block_compressed_53:5, Block of Inconel 792
gregtech:meta_block_compressed_53:6, Block of Titan Steel
gregtech:meta_block_compressed_53:7, Block of Tungsten Titanium Carbide
gregtech:meta_block_compressed_53:8, Block of Black Titanium
gregtech:meta_block_compressed_53:9, Block of Quantum
gregtech:meta_block_compressed_53:10, Block of Ruridit
gregtech:meta_block_compressed_53:11, Block of Rhodium Plated Palladium
gregtech:meta_block_compressed_53:14, Block of Rhodium Filter Cake
gregtech:meta_block_compressed_53:15, Block of Zinc Sulfate
gregtech:meta_block_compressed_5:5, Block of Almandine
gregtech:meta_block_compressed_5:6, Block of Andradite
gregtech:meta_block_compressed_5:7, Block of Annealed Copper
gregtech:meta_block_compressed_5:8, Block of Asbestos
gregtech:meta_block_compressed_5:9, Block of Ashes
gregtech:meta_block_compressed_5:10, Block of Banded Iron
gregtech:meta_block_compressed_5:11, Block of Battery Alloy
gregtech:meta_block_compressed_5:12, Block of Blue Topaz
gregtech:meta_block_compressed_5:14, Block of Brass
gregtech:meta_block_compressed_5:15, Block of Bronze
gregtech:meta_block_compressed_16:10, Block of Basaltic Mineral Sand
gregtech:meta_block_compressed_16:11, Block of Granitic Mineral Sand
gregtech:meta_block_compressed_16:12, Block of Garnet Sand
gregtech:meta_block_compressed_16:13, Block of Quartz Sand
gregtech:meta_block_compressed_16:14, Block of Bastnasite
gregtech:meta_block_compressed_16:15, Block of Pentlandite
gregtech:meta_block_compressed_43:0, Block of Neodymium Yttrium Aluminium Garnet
gregtech:meta_block_compressed_43:1, Block of Fluoroapatite
gregtech:meta_block_compressed_43:2, Block of Germanium Tungsten Nitride
gregtech:meta_block_compressed_43:3, Block of Ruthenium Dioxide
gregtech:meta_block_compressed_43:4, Block of PEDOT
gregtech:meta_block_compressed_43:5, Block of Bismuth Iridiate
gregtech:meta_block_compressed_43:6, Block of Bismuth Ruthenate
gregtech:meta_block_compressed_43:7, Block of Tantalum Hafnium Seaborgium Carbide
gregtech:meta_block_compressed_43:8, Block of Lead Zirconate Titanate
gregtech:meta_block_compressed_43:9, Block of Barium Titanate
gregtech:meta_block_compressed_43:10, Block of Woods Glass
gregtech:meta_block_compressed_43:11, Block of Thoria Doped Tungsten
gregtech:meta_block_compressed_43:12, Block of Polyurethane
gregtech:meta_block_compressed_43:13, Block of Pyrochlore
gregtech:meta_block_compressed_43:14, Block of Columbite
gregtech:meta_block_compressed_43:15, Block of Fluorite
gregtech:meta_block_compressed_18:0, Block of Alunite
gregtech:meta_block_compressed_18:1, Block of Dolomite
gregtech:meta_block_compressed_18:2, Block of Wollastonite
gregtech:meta_block_compressed_18:3, Block of Zeolite
gregtech:meta_block_compressed_18:4, Block of Kyanite
gregtech:meta_block_compressed_18:5, Block of Kaolinite
gregtech:meta_block_compressed_18:6, Block of Talc
gregtech:meta_block_compressed_18:7, Block of Soapstone
gregtech:meta_block_compressed_18:9, Block of Magnetic Iron
gregtech:meta_block_compressed_18:10, Block of Magnetic Steel
gregtech:meta_block_compressed_18:11, Block of Magnetic Neodymium
gregtech:meta_block_compressed_18:12, Block of Tungstencarbide
gregtech:meta_block_compressed_18:13, Block of Vanadiumsteel
gregtech:meta_block_compressed_18:14, Block of HSS-G
gregtech:meta_block_compressed_18:15, Block of HSS-E
gregtech:meta_block_compressed_49:0, Block of Fermium 258
gregtech:meta_block_compressed_49:1, Block of Fermium 257
gregtech:meta_block_compressed_49:2, Block of Fermium
gregtech:meta_block_compressed_49:3, Block of Einsteinium 257
gregtech:meta_block_compressed_49:5, Block of Einsteinium 255
gregtech:meta_block_compressed_49:6, Block of Einsteinium 253
gregtech:meta_block_compressed_49:7, Block of Einsteinium
gregtech:meta_block_compressed_49:8, Block of Californium 257
gregtech:meta_block_compressed_49:9, Block of Californium 256
gregtech:meta_block_compressed_49:10, Block of Californium 253
gregtech:meta_block_compressed_49:11, Block of Californium 252
gregtech:meta_block_compressed_49:12, Block of Californium 251
gregtech:meta_block_compressed_49:13, Block of Californium
gregtech:meta_block_compressed_49:14, Block of Berkelium 251
gregtech:meta_block_compressed_49:15, Block of Berkelium 249
gregtech:meta_block_compressed_8:0, Block of Lazurite
gregtech:meta_block_compressed_8:1, Block of Magnalium
gregtech:meta_block_compressed_8:2, Block of Magnesite
gregtech:meta_block_compressed_8:3, Block of Magnetite
gregtech:meta_block_compressed_8:4, Block of Molybdenite
gregtech:meta_block_compressed_8:5, Block of Nichrome
gregtech:meta_block_compressed_8:6, Block of Niobium Nitride
gregtech:meta_block_compressed_8:7, Block of Niobium-Titanium
gregtech:meta_block_compressed_8:10, Block of Obsidian
gregtech:meta_block_compressed_8:11, Block of Phosphate
gregtech:meta_block_compressed_8:12, Block of Pig Iron
gregtech:meta_block_compressed_8:13, Block of Polyethylene
gregtech:meta_block_compressed_8:14, Block of Epoxy Resin
gregtech:meta_block_compressed_8:15, Block of Polysiloxane
gregtech:meta_block_compressed_60:0, Block of Sand
gregtech:meta_block_compressed_60:1, Block of Alumino Silicate Wool
gregtech:meta_block_compressed_60:2, Block of Mica Based Pulp
gregtech:meta_block_compressed_60:3, Block of Enderium
gregtech:meta_block_compressed_60:4, Block of ZPM Superconductor
gregtech:meta_block_compressed_60:5, Block of Polyvinyl Chloride
gregtech:meta_block_compressed_60:6, Block of LuV Superconductor
gregtech:meta_block_compressed_60:7, Block of IV Superconductor
gregtech:meta_block_compressed_60:8, Block of EV Superconductor
gregtech:meta_block_compressed_60:9, Block of HV Superconductor
gregtech:meta_block_compressed_60:10, Block of MV Superconductor
gregtech:meta_block_compressed_60:11, Block of ZPM Superconductor Base
gregtech:meta_block_compressed_60:12, Block of LuV Superconductor Base
gregtech:meta_block_compressed_60:13, Block of IV Superconductor Base
gregtech:meta_block_compressed_60:14, Block of EV Superconductor Base
gregtech:meta_block_compressed_60:15, Block of HV Superconductor Base
gregtech:meta_block_compressed_41:9, Block of Celestine
gregtech:meta_block_compressed_41:10, Block of Bowieite
gregtech:meta_block_compressed_41:11, Block of Gallite
gregtech:meta_block_compressed_41:12, Block of Arsenopyrite
gregtech:meta_block_compressed_41:13, Block of Witherite
gregtech:meta_block_compressed_41:14, Block of Barytocalcite
gregtech:meta_block_compressed_41:15, Block of Cosmic Neutronium
gregtech:meta_block_compressed_14:0, Block of Tantalite
gregtech:meta_block_compressed_14:1, Block of Hydrated Coal
gregtech:meta_block_compressed_14:2, Block of Apatite
gregtech:meta_block_compressed_14:3, Block of Sterling Silver
gregtech:meta_block_compressed_14:4, Block of Rose Gold
gregtech:meta_block_compressed_14:5, Block of Black Bronze
gregtech:meta_block_compressed_14:6, Block of Bismuth Bronze
gregtech:meta_block_compressed_14:7, Block of Black Steel
gregtech:meta_block_compressed_14:8, Block of Red Steel
gregtech:meta_block_compressed_14:9, Block of Blue Steel
gregtech:meta_block_compressed_14:10, Block of Damascus Steel
gregtech:meta_block_compressed_14:11, Block of Tungstensteel
gregtech:meta_block_compressed_14:13, Block of Red Alloy
gregtech:meta_block_compressed_14:14, Block of Cobalt Brass
gregtech:meta_block_compressed_14:15, Block of Tricalcium Phospate
gregtech:meta_block_compressed_19:0, Block of HSS-S
gregtech:meta_block_compressed_19:3, Block of Naquadah
gregtech:meta_block_compressed_19:4, Block of Naquadah Alloy
gregtech:meta_block_compressed_19:5, Block of Enriched Naquadah
gregtech:meta_block_compressed_19:6, Block of Naquadria
gregtech:meta_block_compressed_19:7, Block of Tritanium
gregtech:meta_block_compressed_19:8, Block of Duranium
gregtech:meta_block_compressed_19:9, Block of Borax
gregtech:meta_block_compressed_44:0, Block of Rhodochrosite
gregtech:meta_block_compressed_44:1, Block of Electrically Impure Copper
gregtech:meta_block_compressed_44:2, Block of Metastable Flerovium
gregtech:meta_block_compressed_44:3, Block of Metastable Oganesson
gregtech:meta_block_compressed_44:4, Block of Titanium 50
gregtech:meta_block_compressed_44:5, Block of Carbon Nanotubes
gregtech:meta_block_compressed_44:6, Block of Lithium Titanate
gregtech:meta_block_compressed_44:8, Block of Caliche
gregtech:meta_block_compressed_44:9, Block of Zircon
gregtech:meta_block_compressed_44:10, Block of Taranium
gregtech:meta_block_compressed_44:11, Block of Trinium Titanium
gregtech:meta_block_compressed_44:12, Block of Proto Adamantium
gregtech:meta_block_compressed_44:13, Block of Vibranium
gregtech:meta_block_compressed_44:14, Block of Adamantium
gregtech:meta_block_compressed_44:15, Block of Trinium
gregtech:meta_block_compressed_59:7, Block of Blizz
gregtech:meta_block_compressed_59:9, Block of Ferrosilite
gregtech:meta_block_compressed_59:11, Block of Arsenic Trioxide
gregtech:meta_block_compressed_59:12, Block of Cobalt Oxide
gregtech:meta_block_compressed_59:13, Block of Zincite
gregtech:meta_block_compressed_59:14, Block of Antimony Trioxide
gregtech:meta_block_compressed_59:15, Block of Massicot
gregtech:meta_block_compressed_51:0, Block of Neptunium 237
gregtech:meta_block_compressed_51:1, Block of Neptunium 235
gregtech:meta_block_compressed_51:2, Block of Neptunium
gregtech:meta_block_compressed_51:3, Block of Uranium 239
gregtech:meta_block_compressed_51:4, Block of Uranium 234
gregtech:meta_block_compressed_51:5, Block of Uranium 233
gregtech:meta_block_compressed_51:6, Block of Uranium
gregtech:meta_block_compressed_51:7, Block of Protactinium 233
gregtech:meta_block_compressed_51:8, Block of Protactinium
gregtech:meta_block_compressed_51:9, Block of Thorium 233
gregtech:meta_block_compressed_51:11, Block of Precious Metal
gregtech:meta_block_compressed_51:12, Block of Gold Alloy
gregtech:meta_block_compressed_51:14, Block of Lead Nitrate
gregtech:meta_block_compressed_11:4, Block of Soldering Alloy
gregtech:meta_block_compressed_11:5, Block of Spessartine
gregtech:meta_block_compressed_11:6, Block of Sphalerite
gregtech:meta_block_compressed_11:7, Block of Stainless Steel
gregtech:meta_block_compressed_11:8, Block of Steel
gregtech:meta_block_compressed_11:9, Block of Stibnite
gregtech:meta_block_compressed_11:11, Block of Tanzanite
gregtech:meta_block_compressed_11:12, Block of Tetrahedrite
gregtech:meta_block_compressed_11:13, Block of Tin Alloy
gregtech:meta_block_compressed_11:14, Block of Topaz
gregtech:meta_block_compressed_11:15, Block of Tungstate
gregtech:meta_block_compressed_20:0, Block of Gunpowder
gregtech:meta_block_compressed_20:5, Block of Paper
gregtech:meta_block_compressed_20:6, Block of Rare Earth
gregtech:meta_block_compressed_20:11, Block of Nether Star
